id,nct_id,responsible_party_type,name,title,organization,affiliation
929339,NCT00282256,Sponsor,,,,
830295,NCT02467985,Principal Investigator,"Jean-Charles Pasquier, MD, PhD",full professor,,Université de Sherbrooke
812538,NCT02699723,Sponsor-Investigator,Jean Yuh Tang,Associate Professor of Dermatology,,Stanford University
981304,NCT01067482,,Weerawat Kiddee,,"Glaucoma unit , Department of Ophthalmology Faculty of Medicine Prince of Songkla University Hat-yai,, Songkhla, Thailand., Thailand",
977099,NCT01007123,Sponsor,,,,
1170348,NCT02751073,Principal Investigator,John A. Occhino,Assistant Professor of Obstetrics-Gynecology,,Mayo Clinic
807791,NCT02761564,Sponsor,,,,
820461,NCT02596243,Sponsor,,,,
806347,NCT02780375,Sponsor,,,,
1050087,NCT03170947,Principal Investigator,Gabriel Gijon-Nogueron,Principal Investigator,,University of Malaga
789112,NCT03004963,Sponsor,,,,
918269,NCT00019708,Sponsor,,,,
833406,NCT02427425,Principal Investigator,Vaneska da Graça Cruz Martinelli Lourenzi,Physiotherapist,,Federal University of São Paulo
849610,NCT02216136,Sponsor,,,,
978326,NCT01027039,Principal Investigator,Jonathon Myers,Attending Surgeon,,Wills Eye
937163,NCT00436150,Principal Investigator,maureen phipps,Principal Investigator,,Women and Infants Hospital of Rhode Island
1020859,NCT02145390,Principal Investigator,Adrian Ishkanian,Assistant Professor,,University of Miami
975434,NCT00978848,Principal Investigator,Harold Wiesenfeld,"Director, Division of Gynecologic Specialties & Division of Reproductive Infectious Diseases and Immunology",,University of Pittsburgh
839696,NCT02345538,Sponsor,,,,
948511,NCT00610844,,"Philippe L. Pereira, MD",,Department of Diagnostic Radilogy,
1074843,NCT01611558,Sponsor,,,,
1119662,NCT02758769,Sponsor,,,,
768904,NCT03267992,Sponsor,,,,
788392,NCT03014323,Principal Investigator,Cyndya Shibao,Assistant Professor,,Vanderbilt University Medical Center
925298,NCT00186680,,Ginna Laport,,Stanford University School of Medicine,
871771,NCT01926769,Principal Investigator,Hee Kyung Ahn,Assistant Professor,,Gachon University Gil Medical Center
817956,NCT02628990,Sponsor,,,,
1083730,NCT03222674,Principal Investigator,Lung-Ji Chang,President,,Shenzhen Geno-Immune Medical Institute
922909,NCT00129402,Sponsor,,,,
778517,NCT03142867,Principal Investigator,Angelo Paredes,Chief of Hepatology,,The Geneva Foundation
825842,NCT02526069,Principal Investigator,Estelle Barker,Trainee Clinical Psychologist,,University of Edinburgh
990116,NCT01182662,,Chengyun Zheng,,Department of Hematology of the 2nd Hospital of Shandong University,
791194,NCT02977871,Principal Investigator,Berna Aslan Cetin,"Attending Physician, ObGyn",,Kanuni Sultan Suleyman Training and Research Hospital
803172,NCT02821819,Principal Investigator,Juan Carlos Castillo,Md. PHd.,,Instituto Bernabeu
816385,NCT02649478,Sponsor,,,,
1166587,NCT02550652,Sponsor,,,,
1116406,NCT03272568,Principal Investigator,Robert Sidonio,Assistant Professor of Pediatrics,,Emory University
792361,NCT02962674,Sponsor,,,,
835122,NCT02405052,Principal Investigator,Guillaume Foldes-Busque,Chercheur,,Hôtel-Dieu de Lévis
952481,NCT00666237,Principal Investigator,Steven J. Gedde,Dr,,University of Miami
1164583,NCT03263572,Sponsor,,,,
901169,NCT01541176,Sponsor,,,,
991722,NCT01197313,,Ying-Tai Wu/ Associate professor,,"School and Graduate Institute of Physical Therapy, College of Medicine, National Taiwan University",
814800,NCT02670174,Principal Investigator,Vakgroeprevaki,Prof dr. Ann Cools,,University Ghent
834340,NCT02415257,Principal Investigator,Fredrik Tjernström,"MD, PhD",,Lund University
1165379,NCT01930175,Sponsor,,,,
891074,NCT01674504,Sponsor,,,,
948358,NCT00616603,Sponsor,,,,
1093051,NCT02564055,Sponsor,,,,
810840,NCT02721836,Principal Investigator,Dania Schumann,"Principal Investigator, Research fellow",,Universität Duisburg-Essen
943882,NCT00551213,Sponsor,,,,
817822,NCT02630732,Sponsor,,,,
824259,NCT02546752,Sponsor,,,,
1055101,NCT00005927,Sponsor,,,,
1153031,NCT01945697,Sponsor,,,,
1105753,NCT02468739,Principal Investigator,Zhong-yu Yuan,Sun Yat-sen University Cancer Center,,Sun Yat-sen University
780428,NCT03117985,Sponsor,,,,
891163,NCT01673334,Sponsor,,,,
816304,NCT02650531,Sponsor,,,,
820382,NCT02597270,Sponsor,,,,
849548,NCT02216942,Sponsor-Investigator,Fausto Medeiros Mendes,Fausto Medeiros Mendes,,University of Sao Paulo
1129575,NCT01647906,Sponsor,,,,
937278,NCT00438841,,Phyllis Potts,,Aptium Oncology,
899700,NCT01560494,Sponsor,,,,
979790,NCT01045629,,IRB TCVGH,,Taichung Veterans General Hospital,
1023415,NCT01183559,,"Igor Astsaturov, M.D.",,Fox Chase Cancer Center,
864347,NCT02023723,Sponsor,,,,
864578,NCT02020707,Sponsor,,,,
979254,NCT01030276,,"Osmo Tervonen, professor of Radiology",,"Institute of Diagnostics (Radiology), University of Oulu, Box 5000, FIN-90014 University of Oulu, Finland",
769602,NCT03258905,Sponsor,,,,
789842,NCT02995512,Sponsor,,,,
976555,NCT01002508,,Ira Litinsky,,Tel Aviv Medical Center,
1087888,NCT03274661,Sponsor,,,,
864653,NCT02019732,Sponsor,,,,
986890,NCT01139723,Sponsor,,,,
926023,NCT00197873,Principal Investigator,Heikki Joensuu,professor,,Helsinki University
976523,NCT01002079,,Study Director,,Bristol-Myers Squibb,
1159357,NCT02953457,Sponsor,,,,
970994,NCT00918450,,"Sari Enschede, MD",,Abbott Laboratories,
979051,NCT01039064,,[Redacted],,[Redacted],
775021,NCT03188341,Principal Investigator,Jowita Biernawska,MD PhD,,Pomeranian Medical University Szczecin
964225,NCT00825591,,Esther Nakamura-Reyes,,Childrens Hospital of Los Angeles,
1076639,NCT03339193,Sponsor,,,,
833699,NCT02423616,Principal Investigator,Efstathiou Ioannis,Efstathiou Ioannis .P.T,,Attikon Hospital
905748,NCT01480908,Sponsor,,,,
977698,NCT01018498,Principal Investigator,Bruno Chumpitazi,Assistant Professor,,Baylor College of Medicine
816347,NCT02649972,Sponsor,,,,
890687,NCT01679613,Sponsor,,,,
947208,NCT00601640,Sponsor,,,,
870783,NCT01939691,Sponsor,,,,
970392,NCT00917748,Sponsor,,,,
779008,NCT03136445,Sponsor,,,,
989111,NCT01167894,,Mr. M.S. Mohan / Vice President (Research and Development),,Dr. Reddy's Laboratories Limited,
798352,NCT02884596,Principal Investigator,"Masoud Saatchi, DDS MSc","Professor of Endodontics, School of Dentistry, Isfahan University of Medical Sciences",,Isfahan University of Medical Sciences
844109,NCT02287805,Sponsor,,,,
919079,NCT00047944,Sponsor,,,,
774816,NCT03191006,Principal Investigator,Ru-Lan Hsieh,Professor,,Taipei Medical University
776287,NCT03171870,Principal Investigator,Souad sameh sayed,principal investigator,,Assiut University
981146,NCT01065402,,isRed Pharma & Biotech Research Corporation,,Isredbioresearch,
985874,NCT01126060,,Man Ki Chung/Assistant professor,,Samsung Medical Center,
902931,NCT01517997,Principal Investigator,SIABLIS DIMITRIOS,Professor of RAdiology,,University of Patras
971176,NCT00927108,,Rajavithi Hospital,,Ministry of Public Health,
917078,NCT00003793,Sponsor,,,,
771561,NCT03233581,Principal Investigator,Jason Mendoza,Investigator and Associate Professor of Pediatrics,,Seattle Children's Hospital
933368,NCT00364091,Sponsor,,,,
1169344,NCT03345485,Sponsor,,,,
850034,NCT02210585,Sponsor,,,,
868007,NCT01975909,Principal Investigator,Alvaro Pascual-Leone,Professor of Neurology,,Beth Israel Deaconess Medical Center
891361,NCT01670747,Principal Investigator,Davide Chiumello,MD,,Policlinico Hospital
941826,NCT00515359,,"Nabil Hassan, MD",,Helen DeVos Children's Hospital,
928175,NCT00253513,Sponsor,,,,
803563,NCT02816697,Principal Investigator,"Mary E. Cooley, Phd",Mary E. Cooley MD,,Dana-Farber Cancer Institute
995530,NCT01255072,,Bianca Boura Bellini,,"Department and Institute of Psychiatry, General Hospital, University of São Paulo Medical School",
995835,NCT01259752,Sponsor,,,,
898253,NCT01579565,Sponsor,,,,
785729,NCT03048994,Sponsor,,,,
1148252,NCT02551419,Sponsor,,,,
979860,NCT01046617,,Hania Szajewska,,"Department of Paediatrics, The Medical University of Warsaw",
1088089,NCT03106623,Sponsor,,,,
1093436,NCT01990560,Principal Investigator,Alice C. Levine,Professor,,Icahn School of Medicine at Mount Sinai
834197,NCT02417116,Sponsor,,,,
988368,NCT01152541,Sponsor,,,,
905259,NCT01487278,Sponsor,,,,
954462,NCT00700310,Sponsor,,,,
834781,NCT02409524,Sponsor,,,,
851508,NCT02191345,Principal Investigator,Kimberly Juhas,Community Research Scholar,,FrontLine Service
951248,NCT00648726,,"Director, Clinical Trial Disclosure Group",,"Pfizer, Inc.",
1141146,NCT02921737,Sponsor,,,,
1006239,NCT02629302,Sponsor,,,,
1086570,NCT02727803,Sponsor,,,,
867445,NCT01983254,Sponsor,,,,
933326,NCT00361491,,ICD Study Director,,sanofi-aventis,
828767,NCT02487875,Principal Investigator,Andrea Zanini,MD,,Maugeri Foundation
848181,NCT02234726,Sponsor,,,,
906117,NCT01476046,Sponsor,,,,
910052,NCT01424020,Sponsor,,,,
895558,NCT01614808,Sponsor,,,,
925123,NCT00185198,Sponsor,,,,
1001186,NCT01329835,,Wim Jackmaer,,PHL University College,
969308,NCT00895089,Principal Investigator,Susan Shin-Jung Lee,Attending physician,,Kaohsiung Veterans General Hospital.
788838,NCT03008551,Principal Investigator,Thozhukat Sathyapalan,Professor,,University of Hull
847749,NCT02240394,Principal Investigator,Xueming Wang,Chief Physician,,Shanghai Jiao Tong University Affiliated Sixth People's Hospital
863116,NCT02039778,Sponsor,,,,
895791,NCT01611766,Sponsor,,,,
970281,NCT00916292,Sponsor,,,,
934559,NCT00387010,Sponsor,,,,
857925,NCT02107716,Sponsor,,,,
1071370,NCT03334318,Principal Investigator,Alessandro Doria,Senior Investigator,,Joslin Diabetes Center
824729,NCT02540603,Sponsor,,,,
892491,NCT01655693,Sponsor,,,,
915677,NCT01349647,Sponsor,,,,
966254,NCT00853606,Sponsor,,,,
810861,NCT02721563,Principal Investigator,Jinming Yu,president,,Shandong Cancer Hospital and Institute
952978,NCT00678210,Sponsor,,,,
881001,NCT01806142,Principal Investigator,Patrick Couture,"MD, FRCP, PhD",,Laval University
1083374,NCT03342027,Principal Investigator,Seth Himelhoch,Professor,,University of Maryland
927983,NCT00249574,,Diana Sylvestre,,O.A.S.I.S,
844513,NCT02282553,Sponsor,,,,
921684,NCT00105625,Sponsor,,,,
797127,NCT02900547,Sponsor,,,,
837426,NCT02375048,Principal Investigator,Michele Tedeschi,MD,,Istituto Clinico Humanitas
904310,NCT01499810,Principal Investigator,Stanislav Pekarskiy,"Principal Investigator, Federal State Budgetary Institution ""Research Institute for Сardiology"" of Siberian Branch under the Russian Academy of Medical Sciences",,"Federal State Budgetary Scientific Institution, Research Institute of Cardiology"
919895,NCT00065715,Sponsor,,,,
1040650,NCT01593696,Sponsor,,,,
920945,NCT00095381,Sponsor,,,,
803553,NCT02816827,Sponsor,,,,
838212,NCT02364752,Sponsor,,,,
982315,NCT01077609,Sponsor,,,,
961424,NCT00802945,Sponsor,,,,
994669,NCT01244061,Sponsor,,,,
967208,NCT00871975,Sponsor,,,,
894971,NCT01622530,Principal Investigator,Stephanie L. Carey,Assistant Research Professor,,University of South Florida
829509,NCT02478203,Principal Investigator,Zehra Ipek ARSLAN,Assistant Professor,,Kocaeli University
807095,NCT02770638,Sponsor,,,,
898182,NCT01580397,Sponsor,,,,
1001255,NCT01330771,,Clinical Development Support,,Ferring Pharmaceuticals,
859893,NCT02081872,Sponsor,,,,
874568,NCT01890187,Sponsor,,,,
937452,NCT00433199,,"Michael Miller, Pharm. D Project Director",,Abbott,
817482,NCT02635204,Sponsor,,,,
805526,NCT02791061,Sponsor,,,,
963024,NCT00798564,,Professor Leif Bjermer,,"Lung and Alllergy research unit, Heart & Lung division, Lund University Hospital",
972495,NCT00939081,Sponsor,,,,
938063,NCT00453674,Principal Investigator,Martin Fassnacht,Head of Endocrinology,,University of Wuerzburg
959529,NCT00769236,Sponsor,,,,
864142,NCT02026401,Sponsor,,,,
996540,NCT01262066,,"Lynn Clemow, Ph.D.",,"Williams LifeSkills, Inc.",
981636,NCT01070472,Principal Investigator,Dr. debbie Robinson,Dr,,University of Manitoba
981550,NCT01069302,Sponsor-Investigator,Takeshi Morimoto,Professor,,"Kyoto University, Graduate School of Medicine"
991947,NCT01207817,,"Lawrence Chin, MD",,UMDNJ,
1054567,NCT02537678,Sponsor,,,,
806513,NCT02778217,Principal Investigator,Yasmin,Senior clinical embryologist,,Dar Almaraa Fartility and Gynacology Center
1112549,NCT02390401,Sponsor,,,,
946739,NCT00597662,,Prof. Dr. D. Wallwiener,,Universitäts-Frauenklinik Tübingen,
770590,NCT03246048,Sponsor,,,,
1040752,NCT01439386,Principal Investigator,Andrea Natale,Executive medical director,,Texas Cardiac Arrhythmia Research Foundation
1025111,NCT00488774,Sponsor,,,,
1080923,NCT03051009,Sponsor,,,,
1025973,NCT03193502,Sponsor-Investigator,Sherief Abd-Elsalam,Consultant,,Tanta University
808732,NCT02749292,Principal Investigator,John L Niles,MD,,Massachusetts General Hospital
926181,NCT00208091,Principal Investigator,Seth Pullman,"Professor of Clinical, Department of Neurology, Movement Disorders",,Columbia University
832418,NCT02440308,Principal Investigator,Andrei Iagaru,Associate Professor of Radiology,,Stanford University
790118,NCT02991885,Sponsor,,,,
892647,NCT01653613,,Robert L. Comis,,ECOG Group Chair's Office,
1025532,NCT00245037,Principal Investigator,Richard Maziarz,Principal Investigator,,OHSU Knight Cancer Institute
871227,NCT01933867,Principal Investigator,Premysl Falt MD,"MUDr. Premysl Falt, Ph.D.",,Vitkovice Hospital
977395,NCT01013402,,Dr. Alper Sonmez,,Gulhane School of Medicine Department of Endocrinology and Metabolism,
800921,NCT02851160,Sponsor,,,,
942268,NCT00522873,Sponsor,,,,
917507,NCT00005221,Principal Investigator,Bernard Rosner,Professor of Medicine,,Brigham and Women's Hospital
939610,NCT00477815,Sponsor,,,,
921260,NCT00099229,Sponsor,,,,
959038,NCT00760097,Principal Investigator,"Ian A. Cook, M.D.",Principal Investigator,,"University of California, Los Angeles"
1149407,NCT01599754,Sponsor,,,,
790201,NCT02990806,Sponsor,,,,
976004,NCT00986791,Principal Investigator,Hanne Tonnesen,Professor,,Bispebjerg Hospital
794777,NCT02931188,Principal Investigator,"Joseph Cheriyan, MD",Consultant Clinical Pharmacologist & Physician/Associate Lecturer,,Cambridge University Hospitals NHS Foundation Trust
901920,NCT01531283,Sponsor-Investigator,David Dalessio,Professor,,University of Cincinnati
787631,NCT03024229,Sponsor,,,,
916106,NCT00000855,Sponsor,,,,
1025362,NCT00347412,Sponsor,,,,
882948,NCT01780701,Principal Investigator,Jackie Shannon,Principal Investigator,,OHSU Knight Cancer Institute
772533,NCT03220750,Principal Investigator,Jianmeng Liu,Prof.,,Peking University
861568,NCT02059993,Sponsor,,,,
943721,NCT00547391,Sponsor,,,,
779896,NCT03124940,,[Redacted],,[Redacted],
1044990,NCT02360943,Sponsor,,,,
1080442,NCT03341832,Sponsor,,,,
816475,NCT02648308,Principal Investigator,Denise Campbell-Scherer,"Associate Professor, Department of Family Medicine, University of Alberta",,University of Alberta
833786,NCT02422485,Sponsor-Investigator,Adam Boxer,"MD, PhD",,"University of California, San Francisco"
791130,NCT02978703,Sponsor,,,,
807330,NCT02767583,Sponsor,,,,
879816,NCT01821612,Sponsor,,,,
945502,NCT00577382,Principal Investigator,"F. Stephen Hodi, MD",Melanoma Disease Center Director,,Dana-Farber Cancer Institute
897707,NCT01586689,Principal Investigator,,"Professor, DePaul University",,National Institute on Drug Abuse (NIDA)
893829,NCT01637480,Sponsor,,,,
804652,NCT02802475,Principal Investigator,M.J. Titulaer,MD. PhD.,,Erasmus Medical Center
1001177,NCT01329718,Sponsor,,,,
986498,NCT01136928,,"Sheila A. Caldwell, Ph.D.",,National Center for Complementary and Alternative Medicine,
986343,NCT01133613,Sponsor,,,,
955110,NCT00708968,,Laurel L. Northouse PhD/ Professor of Nursing,,University of Michigan,
922626,NCT00124254,Principal Investigator,Dr. Kevin C. Chung,Professor of Surgery,,University of Michigan
963228,NCT00818818,,Gustavo Adolfo Sierra Romero,,"Faculty of Medicine, University of Brasilia",
847951,NCT02237729,Sponsor,,,,
889109,NCT01700244,Sponsor,,,,
838989,NCT02354612,Sponsor,,,,
885101,NCT01752621,Sponsor,,,,
848015,NCT02236897,Principal Investigator,"Lyle W. Ostrow, MD, PhD",Assistant Professor of Neurology,,Johns Hopkins University
896963,NCT01596452,Sponsor,,,,
896713,NCT01599702,Sponsor,,,,
892483,NCT01655797,Sponsor,,,,
908243,NCT01448018,Principal Investigator,Agnes Glacet-Bernard,Principal Investigator,,Centre Hospitalier Intercommunal Creteil
1021413,NCT01941459,Principal Investigator,Bjørn Braathen,MD. Ph.D,,Oslo University Hospital
871723,NCT01927393,Sponsor,,,,
846513,NCT02256488,Sponsor,,,,
883459,NCT01774032,Sponsor,,,,
767861,NCT03281590,Sponsor,,,,
927667,NCT00242515,Sponsor,,,,
779899,NCT03124901,Sponsor,,,,
956910,NCT00725842,Sponsor,,,,
977210,NCT01008618,Sponsor,,,,
836082,NCT02392546,Sponsor,,,,
833930,NCT02420613,Sponsor,,,,
920383,NCT00069407,Sponsor,,,,
909840,NCT01426737,Sponsor,,,,
769648,NCT03258307,Principal Investigator,Isa Aykut Ozdemir,Head of Department of Gynecologic Oncology Bakirkoy Dr Sadi Konuk Training and Research Hospital,,Istanbul Training and Research Hospital
1040592,NCT01712672,Sponsor,,,,
780335,NCT03119194,Sponsor,,,,
847949,NCT02237755,Principal Investigator,Nikos Vlahos,Associate Professor of Obstetrics and Gynecology,,University of Athens
842670,NCT02306564,Principal Investigator,Ahmed M.Kamel,Lecturer of Obstetric & Gynecology,,Kasr El Aini Hospital
844922,NCT02277223,Principal Investigator,Amit Assa,Pediatric Gastroenterologist,,"Schneider Children's Medical Center, Israel"
917736,NCT00006010,Sponsor,,,,
810646,NCT02724358,Principal Investigator,ShenFeng,vice president of the Eastern Hepatobiliary Surgery Hospital,,Eastern Hepatobiliary Surgery Hospital
818620,NCT02620358,Principal Investigator,Carles Subirà Cuyàs,Physician,,Althaia Xarxa Assistencial Universitària de Manresa
805940,NCT02785679,Sponsor,,,,
950356,NCT00642876,Sponsor,,,,
986171,NCT01123213,Principal Investigator,Karen Noblett,Division Director,,"University of California, Irvine"
844593,NCT02281500,Sponsor,,,,
1120281,NCT01287208,Principal Investigator,"Anne N. Thorndike, MD, MPH",Assistant Professor of Medicine,,Massachusetts General Hospital
970056,NCT00905788,,"Hamid Gourabi, Chief",,Royan Institute,
809160,NCT02743715,Principal Investigator,Roseli Shavitt,"MD, PhD Department & Institute of Psychiatry Obsessive-Compulsive Spectrum Disorders Program University of Sao Paulo Medical School, Brazil",,University of Sao Paulo
878976,NCT01832623,Sponsor,,,,
784453,NCT03065582,Principal Investigator,Iltefat Hamzavi,Principal Investigator,,Henry Ford Health System
1165364,NCT01967537,Sponsor,,,,
1026267,NCT02553473,Sponsor,,,,
991631,NCT01203020,Sponsor,,,,
790232,NCT02990403,Principal Investigator,Shihua Bao,Principal Investigator,,Shanghai First Maternity and Infant Hospital
817911,NCT02629575,Sponsor,,,,
836442,NCT02388009,Sponsor,,,,
846172,NCT02260960,Sponsor,,,,
806967,NCT02772302,Principal Investigator,"Brian L. Edlow, M.D.",Instructor of Neurology,,Massachusetts General Hospital
1071753,NCT03318861,Sponsor,,,,
770278,NCT03250104,Principal Investigator,Dr. med. Jörg Janne Vehreschild,Professor,,University Hospital of Cologne
961495,NCT00803907,Principal Investigator,Erick Marcet Santiago de Macedo,Imiquimod 5% Cream for the Treatment of Periocular Basal Cell Carcinoma,,University of Sao Paulo
905281,NCT01486992,Principal Investigator,Shen Lin,HEAD OF GI ONCOLOGY,,Peking University
1095752,NCT02318121,Principal Investigator,Omar Mamdouh Shaaban,Dr.,,Assiut University
1127105,NCT03368586,Principal Investigator,Michael Hauschild,Dr.,,University of Lausanne Hospitals
914576,NCT01364181,,"Ho Il Yoon, M.D. Ph.D.",,Seoul National University Hospital,
967880,NCT00875472,,"Sarah-Jeanne Salvy, Ph.D.",,University at Buffalo,
984886,NCT01116141,Sponsor,,,,
939833,NCT00480311,,"Francisco M. Kovacs, Director of Scientific Department",,Kovacs Foundation,
994558,NCT01241279,Sponsor,,,,
868350,NCT01971437,Principal Investigator,Professor Jonathan Duckett,Consultant Gynaecologist,,Medway NHS Foundation Trust
941829,NCT00515398,,"Irina Kline, Medical Director",,Amicus Therapeutics,
944019,NCT00545987,,David Ho,,Rockefeller University,
914721,NCT01362257,Sponsor,,,,
850363,NCT02206295,Sponsor,,,,
902558,NCT01522859,Principal Investigator,JE McDowell,Principal Investigator,,South Eastern Health and Social Care Trust
1051636,NCT02449161,Sponsor-Investigator,Guy Waddell,MD,,Université de Sherbrooke
928145,NCT00252135,Sponsor,,,,
1171258,NCT01414985,Sponsor,,,,
818235,NCT02625363,Sponsor,,,,
798605,NCT02881307,Sponsor-Investigator,Dr. Veena Ranganath,Associate Clinical Professor,,"University of California, Los Angeles"
935003,NCT00394706,Principal Investigator,Susanne May,Principal Investigator,,University of Washington
1169697,NCT03196284,Sponsor,,,,
940942,NCT00500071,,"Timothy Whitaker, M.D.",,Shire Pharmaceutical,
1002534,NCT01347255,Sponsor,,,,
980722,NCT01057407,Sponsor,,,,
898206,NCT01580085,Principal Investigator,meral uyar,Asisstant Professor,,University of Gaziantep
1022170,NCT01672008,Sponsor,,,,
965103,NCT00846677,Principal Investigator,Hope Weiler,Associate Professor,,McGill University
1072744,NCT02984709,Principal Investigator,Sarah Jaser,Assistant Professor,,Vanderbilt University
1166307,NCT03000439,Sponsor,,,,
829486,NCT02478502,Sponsor-Investigator,Jan Oldenburg,"MD, PhD, Coordinating Investigator",,"University Hospital, Akershus"
903039,NCT01516580,Sponsor,,,,
954067,NCT00693186,Sponsor,,,,
858297,NCT02102724,Sponsor,,,,
817294,NCT02637882,Principal Investigator,Ghada Shalaby,principal investigator,,Assiut University
859446,NCT02087722,Sponsor,,,,
781933,NCT03098381,Principal Investigator,Suwimol Sapwarobol,"Program Director, Nutrition and Dietetics Program",,Chulalongkorn University
995652,NCT01256684,Sponsor,,,,
969962,NCT00911690,Principal Investigator,Khaled Imam,"Director, Division of Geriatric Medicine",,William Beaumont Hospitals
966980,NCT00863369,Sponsor,,,,
949179,NCT00628485,Principal Investigator,"Gerald E. Loeb, M.D.",Professor,,University of Southern California
847865,NCT02238860,Principal Investigator,Mohammad sadik memon,Professor of gastroenterology,,Asian Institute Of Medical Sciences
996317,NCT01266902,Sponsor,,,,
848819,NCT02226419,Sponsor-Investigator,Karen Lindhardt Madsen,MD,,"Rigshospitalet, Denmark"
842220,NCT02312427,Sponsor,,,,
960131,NCT00769340,,[Redacted],,[Redacted],
947240,NCT00602069,Sponsor,,,,
896278,NCT01605370,Principal Investigator,Marek Belohlavek,MD,,Mayo Clinic
835350,NCT02402127,Sponsor,,,,
1129562,NCT01664182,Sponsor,,,,
878308,NCT01841359,Sponsor,,,,
934838,NCT00384033,Sponsor,,,,
944645,NCT00557258,,"Boehringer Ingelheim, Study Chair",,Boehringer Ingelheim,
1145188,NCT00308438,Sponsor,,,,
860258,NCT02077127,Principal Investigator,Li Dong,Li Dong,,Harbin Medical University
910447,NCT01418716,Principal Investigator,Lyne Lalonde,Professor (professeur agrégé),,Fonds de la Recherche en Santé du Québec
945852,NCT00574444,Sponsor,,,,
971613,NCT00926926,Sponsor,,,,
902642,NCT01521767,Sponsor,,,,
1001536,NCT01335113,,"Darius M. Moshfeghi, MD",,Stanford University,
944258,NCT00549900,Sponsor,,,,
1117116,NCT02879877,Sponsor,,,,
820168,NCT02600052,Principal Investigator,Carlos Rego Barros,researcher master,,Universidade Federal de Pernambuco
936547,NCT00424177,Sponsor,,,,
938157,NCT00444496,,Hendrika Meischke,,University of Washington,
839328,NCT02350192,Principal Investigator,Wong Mi Ling Eliza,Assistant Professor,,Chinese University of Hong Kong
803605,NCT02816151,Sponsor,,,,
810272,NCT02729246,Sponsor,,,,
876747,NCT01861756,Principal Investigator,Apostolos Tsapas,Assistant Professor of Medicine,,Aristotle University Of Thessaloniki
991977,NCT01208220,Principal Investigator,Dr. Stanley McCallon,Assistant Professor - School of Physical Therapy,,Louisiana State University Health Sciences Center Shreveport
897526,NCT01589068,Principal Investigator,Nancy Kishlar Mello,"Director, Alcohol and Drug Abuse Research Center & Professor of Psychology (Neuroscience), Harvard Medical School",,Mclean Hospital
1024123,NCT00908050,,"William G. Ondo, MD",,Baylor College of Medicine,
810514,NCT02726087,Principal Investigator,Emiliano Rodriguez-Caulo,"MD, PhD, FETCS",,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud
917449,NCT00004109,Sponsor,,,,
898202,NCT01580137,Sponsor,,,,
871030,NCT01936545,Sponsor,,,,
842604,NCT02307422,Sponsor,,,,
1127131,NCT03368248,Sponsor,,,,
1052586,NCT01372774,Sponsor,,,,
963027,NCT00798603,Sponsor,,,,
1119269,NCT03218553,Sponsor,,,,
773146,NCT03212755,Principal Investigator,Seham Mohammed Ali,principal investigator,,Assiut University
902094,NCT01528995,Sponsor,,,,
980207,NCT01050374,,Harriet Namwanje Principal Investigator,,"Vector control division, Ministry of Health",
861066,NCT02066558,Principal Investigator,Nanna Arngrim,"MD, medical doctor",,Danish Headache Center
1170995,NCT02039674,Sponsor,,,,
1049853,NCT03244501,Sponsor,,,,
832369,NCT02440945,Sponsor,,,,
960951,NCT00780429,,Prof. Antonio Dal Canton,,IRCCS Fondazione Policlinico San Matteo,
971899,NCT00930787,Sponsor,,,,
889394,NCT01696487,Principal Investigator,"Prof. Michael Trauner, MD","Professor, MD, Head and Chair of the Division of Gastroenterology and Hepatology, Department of Internal Medicine III",,Medical University of Vienna
1170711,NCT02420821,Sponsor,,,,
1165517,NCT01132612,Sponsor,,,,
1073243,NCT02780440,Sponsor,,,,
772345,NCT03223207,Sponsor,,,,
981961,NCT01073631,Sponsor,,,,
792732,NCT02957825,Principal Investigator,B Preckel,Professor of Anesthesiology,,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)
790396,NCT02988245,Sponsor,,,,
827407,NCT02505620,Sponsor,,,,
886545,NCT01733797,Sponsor-Investigator,Brynn Chappell,Clinical Trials Project Manager,,Christie Hospital NHS Foundation Trust
959568,NCT00769912,Sponsor,,,,
871737,NCT01927211,Sponsor,,,,
956545,NCT00728910,Principal Investigator,Richard Dunbar,Assistant Professor,,University of Pennsylvania
940298,NCT00494559,Principal Investigator,Soon Jun Hong,Associate professor,,Korea University Anam Hospital
829449,NCT02478983,Principal Investigator,Chaw Sook Hui,Dr.,,University of Malaya
969907,NCT00910936,,Dr. Fernando Dimeo,,"Dept. of Sports Medicine, Charité Universitätsmedizin Berlin",
810479,NCT02726555,Principal Investigator,"Kangting Ji, MD",Professor of Medicine,,Wenzhou Medical University
860116,NCT02078973,Principal Investigator,Erling Bjerregaard Pedersen,"Professor, MD, Dr.Sci.",,Regional Hospital Holstebro
918691,NCT00025870,Sponsor,,,,
956123,NCT00720616,Principal Investigator,Kevin Yuen,Associate Professor of Endocrinology,,Oregon Health and Science University
831709,NCT02449551,Principal Investigator,Jeeyun Lee,"MD,PhD",,Samsung Medical Center
793028,NCT02953977,Principal Investigator,Ka'imi Sinclair,Assistant Professor,,Washington State University
815431,NCT02661932,Sponsor,,,,
1127180,NCT03366181,Principal Investigator,Celestino Sardu,"MD, MSc, PhD",,"University of Campania ""Luigi Vanvitelli"""
